employeenumber,age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,remotework
11710,42,No,travel rarely,647.0,4,4,marketing,2,Male,45,3,2, sales executive ,1,single,51550.0,2253,7,No,13,3.0,4,0,10.0,3,2.8,6,1,5,1981,No
12000,44,Yes,travel rarely,1097.0,10,4,life sciences,3,Male,96,3,1, research scientist ,3,single,29360.0,10826,1,Yes,11,3.0,3,0,6.0,4,3.0,6,0,2,1979,No
12020,29,No,travel rarely,942.0,15,1,life sciences,2,Female,69,1,1, research scientist ,4,married,48620.0,26933,0,Yes,18,3.2,1,1,6.0,2,2.0,5,1,3,1994,No
12450,54,No,travel frequently,966.0,1,4,life sciences,4,Female,53,3,3, manufacturing director ,3,married,48620.0,9659,7,No,17,3.0,1,1,33.0,2,1.0,5,1,4,1969,No
12800,46,No,travel rarely,168.0,4,2,life sciences,4,Female,33,2,5, manager ,2,married,187890.0,9946,2,No,14,3.0,3,1,10.0,2,3.0,11,0,8,1977,Yes
13090,32,Yes,travel rarely,1089.0,7,2,life sciences,4,Male,79,3,2, laboratory technician ,3,married,48830.0,22845,1,No,18,3.0,1,1,10.0,3,3.0,10,1,1,1991,Yes
13740,34,No,non travel,999.0,26,1,life sciences,1,Female,92,2,1, research scientist ,3,divorced,20290.0,15891,1,No,20,4.0,3,3,5.0,2,3.0,5,0,0,1989,Yes
13900,39,No,travel rarely,1498.0,21,4,life sciences,1,Male,44,2,2, sales executive ,4,married,48620.0,3567,3,No,12,3.0,4,2,8.0,2,4.0,5,1,4,1984,No
13950,33,No,travel rarely,1111.0,41,1,life sciences,41,Male,61,3,2, sales executive ,4,married,48620.0,19293,6,No,13,3.0,1,0,8.0,2,4.0,5,1,2,1990,Yes
13970,39,No,non travel,1485.0,25,2,life sciences,3,Male,71,3,3, healthcare representative ,3,married,48620.0,3449,3,No,21,4.0,2,1,13.0,2,3.0,6,0,5,1984,No
14090,52,No,travel rarely,258.0,8,4,other,3,Female,54,3,1, laboratory technician ,1,married,48620.0,17363,9,No,13,3.2,3,0,12.0,2,1.0,5,0,4,1971,Yes
14250,36,No,travel rarely,1174.0,3,4,life sciences,1,Female,99,3,2, sales executive ,2,single,92780.0,20763,3,Yes,16,3.0,4,0,15.0,3,3.0,5,0,1,1987,Yes
14350,36,No,travel rarely,172.0,47,4,life sciences,47,Male,0,2,2, laboratory technician ,4,single,48620.0,22604,1,No,16,3.0,3,0,10.0,2,2.0,10,1,8,1987,Yes
14450,24,No,travel rarely,803.1,4,1,life sciences,4,Female,42,3,2, sales executive ,3,married,41620.0,15211,1,Yes,12,3.0,3,2,10.0,3,3.0,5,0,3,1999,Yes
14690,28,No,travel rarely,866.0,5,3,life sciences,4,Male,0,3,2, sales executive ,1,single,48620.0,23490,0,No,18,3.0,4,0,10.0,4,3.0,5,1,3,1995,Yes
15030,47,No,travel rarely,571.0,14,3,medical,3,Female,0,3,2, sales executive ,3,married,48620.0,24200,3,No,17,3.0,3,1,10.0,4,2.0,5,1,2,1976,Yes
15340,40,Yes,travel rarely,676.0,9,4,life sciences,4,Male,86,3,1, laboratory technician ,1,single,48620.0,21831,3,No,14,3.0,2,0,15.0,3,1.0,5,1,0,1983,No
15460,45,No,travel rarely,950.0,49,3,technical degree,49,Male,97,3,1, research scientist ,4,married,48620.0,4585,4,No,20,4.0,4,1,10.0,3,3.0,5,0,3,1978,Yes
15480,40,No,travel rarely,1342.0,9,2,life sciences,1,Male,47,3,2, sales executive ,1,married,48620.0,19345,0,No,12,3.0,4,0,10.0,5,4.0,8,7,1,1983,Yes
15980,40,No,travel rarely,118.0,14,2,life sciences,4,Female,84,3,2, sales executive ,1,married,48620.0,11262,1,No,15,3.0,3,1,5.0,2,3.0,5,1,2,1983,Yes
15990,43,No,travel rarely,990.0,27,3,life sciences,4,Male,87,4,1, laboratory technician ,2,divorced,48760.0,5855,5,No,12,3.0,3,1,10.0,0,2.8,6,0,2,1980,No
16090,30,No,travel rarely,241.0,7,3,life sciences,2,Male,48,2,1, research scientist ,2,married,21410.0,5348,1,No,12,3.0,2,1,6.0,3,2.0,6,1,1,1993,Yes
16380,38,No,travel rarely,803.1,2,2,life sciences,4,Female,54,2,3, manufacturing director ,3,married,77560.0,14199,3,No,19,3.0,4,1,10.0,6,4.0,5,0,2,1985,Yes
16400,37,No,travel rarely,1470.0,10,3,life sciences,2,Female,71,3,1, research scientist ,2,married,39360.0,9953,1,No,11,3.0,1,1,8.0,2,1.0,8,7,7,1986,No
16640,36,No,travel rarely,1040.0,11,2,life sciences,11,Male,79,4,2, healthcare representative ,1,divorced,68420.0,26308,6,No,20,4.0,1,1,13.0,3,3.0,5,0,4,1987,Yes
16840,23,Yes,travel rarely,1320.0,8,1,medical,4,Male,93,2,1, laboratory technician ,3,single,39890.0,20586,1,No,11,3.2,1,0,5.0,2,3.0,5,1,2,2000,Yes
17040,35,No,travel rarely,146.0,2,4,life sciences,1,Male,79,2,1, research scientist ,4,married,49300.0,13970,0,Yes,14,3.0,3,0,6.0,2,4.0,5,1,4,1988,Yes
17360,31,No,travel frequently,163.0,24,1,technical degree,4,Female,30,3,2, manufacturing director ,4,single,48620.0,6670,2,No,20,4.0,4,0,9.0,3,2.0,5,1,4,1992,Yes
17820,38,No,travel rarely,1153.0,6,2,other,4,Female,40,2,1, laboratory technician ,3,married,37020.0,16376,1,No,11,3.0,2,1,5.0,3,3.0,5,0,4,1985,Yes
18260,35,No,travel rarely,185.0,23,4,medical,2,Male,91,1,1, laboratory technician ,3,married,27050.0,9696,0,No,16,3.2,2,1,6.0,2,4.0,5,0,3,1988,Yes
18500,27,No,travel frequently,1297.0,48,2,life sciences,48,Female,0,3,1, laboratory technician ,4,single,23790.0,19826,0,Yes,14,3.0,3,0,6.0,3,2.0,5,0,2,1996,Yes
19090,41,No,travel rarely,337.0,8,3,life sciences,3,Female,54,3,2, sales executive ,2,married,48620.0,26841,5,No,21,4.0,3,1,14.0,3,3.0,5,1,4,1982,Yes
19240,33,No,travel rarely,217.0,15,4,marketing,2,Male,43,3,2, sales executive ,3,single,54870.0,10410,1,No,14,3.0,2,0,10.0,2,2.0,10,0,9,1990,No
19410,49,No,travel rarely,1064.0,2,1,life sciences,2,Male,42,3,5, research director ,4,married,48620.0,13738,3,No,15,3.0,4,0,28.0,3,3.0,5,4,3,1974,No
19490,36,No,non travel,1351.0,9,4,life sciences,1,Male,66,4,1, laboratory technician ,2,married,28100.0,9238,1,No,22,4.0,2,0,5.0,3,3.0,5,0,2,1987,Yes
270,36,Yes,travel rarely,1218.0,9,4,life sciences,3,Male,82,2,1, sales representative ,1,single,48620.0,6986,7,No,23,4.0,2,0,10.0,4,2.8,5,0,3,1987,No
460,43,No,travel rarely,1273.0,2,2,medical,4,Female,72,4,1, research scientist ,3,married,48620.0,21923,1,No,12,3.0,4,2,6.0,3,2.0,5,1,4,1980,No
520,33,No,travel frequently,1141.0,18,3,life sciences,18,Female,42,4,2, sales executive ,1,married,48620.0,3193,2,No,19,3.2,1,2,10.0,3,3.0,5,1,3,1990,No
680,44,No,travel rarely,1488.0,1,5,marketing,2,Female,75,3,2, sales executive ,1,married,54540.0,4009,5,No,21,4.0,3,1,9.0,2,2.0,4,1,3,1979,No
790,38,No,travel rarely,653.0,29,5,life sciences,4,Female,50,3,2, laboratory technician ,4,single,48620.0,5456,1,No,11,3.0,4,0,10.0,2,3.0,10,9,9,1985,Yes
800,50,No,travel rarely,989.0,7,2,medical,2,Female,43,2,5, research director ,3,divorced,187400.0,16701,5,No,12,3.2,4,1,10.0,2,2.0,27,13,8,1973,No
910,59,No,travel frequently,1225.0,1,1,life sciences,1,Female,57,2,2, sales executive ,3,single,54730.0,24668,7,No,11,3.2,4,0,20.0,2,2.0,4,1,3,1964,No
1190,40,No,travel frequently,530.0,1,4,life sciences,3,Male,78,2,4, healthcare representative ,2,married,135030.0,14115,1,No,22,4.0,4,1,22.0,3,2.0,22,11,11,1983,No
1260,54,No,travel rarely,1217.0,2,4,technical degree,1,Female,60,3,3, research director ,3,married,135490.0,24001,9,No,12,3.0,1,1,16.0,5,1.0,4,0,3,1969,No
1480,54,No,non travel,142.0,26,3,life sciences,4,Female,0,4,4, manager ,4,single,48620.0,13871,2,No,12,3.2,3,0,10.0,3,3.0,5,4,4,1969,Yes
1500,24,No,travel rarely,1127.0,18,1,life sciences,2,Male,52,3,1, laboratory technician ,3,married,27740.0,13257,0,No,12,3.0,3,1,10.0,2,3.0,5,1,2,1999,Yes
1980,30,No,travel rarely,1427.0,2,1,life sciences,2,Male,35,2,1, laboratory technician ,4,single,48620.0,11162,0,No,13,3.0,4,0,6.0,3,3.0,5,1,2,1993,Yes
2160,34,No,travel frequently,303.0,10,4,life sciences,10,Female,75,3,1, sales representative ,3,married,48620.0,11314,6,No,18,3.0,4,1,10.0,3,3.0,4,1,2,1989,No
2300,38,No,travel rarely,702.0,1,4,life sciences,1,Female,0,2,2, sales executive ,4,single,48620.0,12930,4,No,22,3.2,3,0,12.0,2,4.0,8,0,7,1985,No
2700,42,No,travel rarely,926.0,21,2,life sciences,3,Female,36,3,2, manufacturing director ,3,divorced,52650.0,16439,2,No,16,3.0,2,1,11.0,5,3.0,5,0,2,1981,No
2770,34,No,travel rarely,878.0,10,4,life sciences,4,Male,43,3,1, research scientist ,3,divorced,38150.0,5972,1,Yes,17,3.0,4,1,10.0,4,4.0,5,2,0,1989,Yes
2990,30,Yes,travel rarely,334.0,26,4,life sciences,3,Female,52,2,2, sales executive ,1,married,48620.0,22967,5,No,15,3.0,3,0,9.0,5,2.0,6,0,1,1993,Yes
3150,29,Yes,travel rarely,896.0,13,1,medical,13,Male,86,2,1, research scientist ,4,single,23890.0,14961,1,No,13,3.0,3,0,4.0,3,2.8,4,0,1,1994,Yes
3300,32,No,travel rarely,1401.0,4,2,life sciences,3,Female,56,3,1, sales representative ,2,married,48620.0,20990,2,No,11,3.2,1,1,10.0,5,3.0,4,1,2,1991,No
3690,25,No,travel rarely,675.0,5,2,life sciences,2,Male,85,4,2, healthcare representative ,1,married,40000.0,18384,1,No,12,3.0,4,2,6.0,2,3.0,6,1,5,1998,Yes
3860,53,No,travel rarely,1070.0,3,4,life sciences,3,Male,45,3,4, research director ,3,married,175840.0,21016,3,Yes,16,3.0,4,3,21.0,5,2.0,5,1,3,1970,Yes
3900,26,No,travel rarely,496.0,11,2,medical,1,Male,60,3,2, healthcare representative ,1,married,48620.0,22722,1,No,13,3.0,3,1,5.0,3,3.0,5,3,3,1997,Yes
4120,28,No,travel rarely,1476.0,16,2,medical,2,Male,68,4,2, healthcare representative ,1,single,56610.0,4824,0,No,19,3.0,3,0,9.0,2,3.0,8,0,7,1995,Yes
4220,58,No,travel rarely,390.0,1,4,life sciences,4,Male,32,1,2, healthcare representative ,3,divorced,48620.0,17056,2,Yes,13,3.0,4,1,10.0,2,3.0,5,1,2,1965,Yes
4340,27,No,travel rarely,1220.0,5,3,life sciences,3,Female,85,3,1, research scientist ,2,single,48620.0,20938,1,No,12,3.0,2,0,4.0,2,2.8,4,1,2,1996,Yes
4500,54,No,travel frequently,928.0,20,4,life sciences,4,Female,31,3,2, research scientist ,3,married,48690.0,16885,3,No,12,3.2,4,0,20.0,4,2.0,4,0,3,1969,No
4690,29,No,non travel,746.0,2,3,life sciences,4,Male,61,3,2, sales executive ,3,married,46490.0,16928,1,No,14,3.2,1,1,10.0,3,2.0,4,0,2,1994,Yes
4910,50,No,travel rarely,1046.0,10,3,life sciences,4,Male,100,2,3, healthcare representative ,4,married,104960.0,2755,6,No,15,3.0,4,0,20.0,2,3.0,4,1,3,1973,No
5540,24,Yes,travel rarely,1448.0,1,1,technical degree,1,Female,62,3,1, sales representative ,2,single,48620.0,21972,1,Yes,16,3.0,2,0,6.0,4,3.0,5,1,4,1999,Yes
5790,34,No,travel rarely,1303.0,2,4,life sciences,4,Male,62,2,1, research scientist ,3,married,27680.0,8416,3,No,12,3.0,3,1,14.0,3,3.0,7,5,7,1989,Yes
5920,36,No,non travel,635.0,30,4,medical,2,Male,32,3,3, sales executive ,4,single,48620.0,15318,1,No,14,3.0,4,0,10.0,3,2.0,10,9,7,1987,Yes
5990,41,No,non travel,267.0,10,2,life sciences,4,Male,0,3,2, sales executive ,4,single,48620.0,13430,7,No,14,3.0,4,0,10.0,3,3.0,14,1,10,1982,Yes
6410,26,No,travel rarely,703.0,28,2,marketing,1,Male,66,3,2, sales executive ,2,married,48620.0,7428,1,No,20,4.0,4,2,10.0,5,4.0,5,1,4,1997,Yes
6550,27,No,travel rarely,798.0,6,4,life sciences,1,Female,66,2,1, research scientist ,3,divorced,21870.0,5013,0,No,12,3.0,3,2,6.0,5,2.0,5,0,3,1996,Yes
6670,27,Yes,travel rarely,1420.0,2,1,marketing,3,Male,85,3,1, sales representative ,1,divorced,48620.0,16346,0,No,11,3.0,2,1,5.0,3,3.0,4,0,2,1996,Yes
7580,23,No,travel rarely,650.0,49,1,life sciences,2,Male,37,3,1, laboratory technician ,1,married,48620.0,4344,1,No,14,3.0,4,1,5.0,2,4.0,4,0,2,2000,Yes
7600,39,No,travel rarely,141.0,24,3,life sciences,3,Female,44,4,2, human resources ,2,married,48620.0,18767,9,No,15,3.0,3,1,10.0,3,1.0,8,3,6,1984,No
7910,52,No,non travel,715.0,19,4,medical,4,Male,41,3,1, research scientist ,4,married,42580.0,26589,0,No,18,3.0,1,1,10.0,3,3.0,4,1,2,1971,Yes
7960,26,Yes,travel rarely,803.1,8,3,life sciences,4,Male,0,2,2, sales executive ,1,single,53260.0,3064,6,No,17,3.0,3,0,10.0,2,2.0,4,1,2,1997,Yes
7990,54,No,travel rarely,376.0,19,4,life sciences,4,Female,0,3,2, manufacturing director ,1,divorced,54850.0,22670,9,Yes,11,3.2,2,2,10.0,4,3.0,5,1,4,1969,Yes
8150,50,No,travel rarely,691.0,2,3,life sciences,3,Male,64,3,4, research director ,3,married,176390.0,6881,5,No,16,3.0,4,0,10.0,3,3.0,4,0,3,1973,No
8270,42,No,travel rarely,932.0,1,2,life sciences,4,Female,43,2,2, manufacturing director ,4,married,60620.0,4051,9,No,13,3.0,4,1,8.0,4,3.0,4,0,2,1981,No
8650,32,No,travel rarely,638.0,8,2,life sciences,3,Female,91,4,2, research scientist ,3,married,48620.0,22162,5,No,12,3.0,3,1,9.0,3,2.0,5,1,3,1991,Yes
8940,42,No,travel rarely,1265.0,3,3,life sciences,3,Female,95,4,2, laboratory technician ,4,married,48620.0,23726,2,Yes,13,3.0,2,1,17.0,1,2.0,5,1,3,1981,Yes
9830,38,No,non travel,152.0,10,3,life sciences,3,Female,85,3,2, sales executive ,4,married,56660.0,19899,1,Yes,13,3.0,2,0,6.0,1,3.0,5,1,3,1985,Yes
9960,45,No,travel rarely,974.0,1,4,life sciences,4,Female,91,3,1, laboratory technician ,4,divorced,48620.0,11005,3,No,14,3.2,4,2,8.0,2,3.0,5,0,2,1978,No
10110,31,No,travel frequently,853.0,1,1,life sciences,3,Female,0,3,2, manufacturing director ,1,married,48620.0,11275,1,No,12,3.0,3,1,4.0,1,3.0,4,0,3,1992,No
10190,22,No,travel rarely,217.0,8,1,life sciences,2,Male,94,1,1, laboratory technician ,1,married,48620.0,6881,1,No,15,3.0,1,1,4.0,3,2.0,4,1,1,2001,Yes
10320,59,No,travel rarely,715.0,2,3,life sciences,3,Female,69,2,4, manufacturing director ,4,married,137260.0,21829,3,No,13,3.0,1,0,10.0,4,3.0,5,4,3,1964,No
10450,45,No,travel rarely,1234.0,11,2,life sciences,4,Female,90,3,4, manager ,4,married,48620.0,5404,3,No,13,3.0,2,1,26.0,4,4.0,9,1,1,1978,No
10490,45,No,travel rarely,788.0,24,4,life sciences,2,Male,36,3,1, human resources ,2,married,48620.0,8318,1,No,16,3.0,1,0,10.0,3,3.0,6,0,4,1978,Yes
10680,26,No,travel rarely,921.0,26,1,medical,1,Female,66,2,1, research scientist ,3,married,48620.0,25265,1,No,13,3.0,3,2,10.0,5,3.0,5,1,3,1997,No
11360,28,No,travel rarely,803.1,42,1,life sciences,42,Male,67,2,1, research scientist ,2,married,48620.0,19911,0,No,17,3.0,1,0,10.0,2,1.0,5,0,4,1995,Yes
11790,30,No,travel rarely,852.0,10,3,marketing,3,Male,72,2,2, sales executive ,3,married,48620.0,2706,1,No,18,3.0,1,1,10.0,3,3.0,10,1,4,1993,No
11880,43,Yes,travel rarely,1372.0,9,3,life sciences,1,Female,85,1,2, sales executive ,3,single,48620.0,9489,8,No,13,3.2,2,0,7.0,2,2.0,4,1,3,1980,Yes
12110,30,No,travel rarely,1329.0,29,4,life sciences,3,Male,61,3,2, sales executive ,1,divorced,41150.0,13192,8,No,19,3.0,3,3,8.0,3,3.0,4,0,3,1993,No
12280,46,No,travel rarely,150.0,2,4,technical degree,4,Male,60,3,2, manufacturing director ,4,divorced,48620.0,17433,2,No,11,3.0,3,1,10.0,3,2.0,6,1,4,1977,Yes
12310,42,No,non travel,803.1,2,5,life sciences,4,Male,79,4,2, human resources ,1,married,62720.0,12858,7,No,16,3.0,1,1,10.0,3,4.0,4,0,3,1981,Yes
12590,27,No,travel rarely,1167.0,4,2,life sciences,1,Male,76,3,1, research scientist ,3,divorced,25170.0,3208,1,No,11,3.0,2,3,10.0,2,2.8,5,0,3,1996,Yes
13380,56,No,travel rarely,206.0,8,4,life sciences,4,Male,99,3,5, manager ,2,single,48620.0,4022,6,No,14,3.0,1,0,36.0,4,3.0,7,7,7,1967,No
13490,41,No,travel frequently,803.1,1,3,marketing,3,Female,66,3,2, sales executive ,1,married,48620.0,4297,0,No,17,3.0,4,1,10.0,2,3.0,9,1,7,1982,Yes
13870,28,No,travel rarely,736.0,26,3,life sciences,3,Male,48,2,2, sales executive ,1,married,48620.0,24232,1,No,11,3.0,3,1,5.0,0,3.0,5,0,4,1995,Yes
14010,52,No,travel frequently,322.0,28,2,life sciences,4,Female,59,4,4, manufacturing director ,3,married,48620.0,9731,2,No,11,3.0,2,1,10.0,3,2.0,5,0,2,1971,Yes
14070,26,No,travel rarely,683.0,2,1,medical,1,Male,36,2,1, research scientist ,4,single,39040.0,4050,0,No,12,3.0,4,0,5.0,2,3.0,4,1,1,1997,Yes
14200,49,Yes,travel frequently,1475.0,28,2,life sciences,1,Male,97,2,2, laboratory technician ,1,married,48620.0,22710,3,No,20,4.0,1,0,20.0,2,2.8,4,1,3,1974,Yes
14310,34,No,travel frequently,560.0,1,4,other,4,Male,91,3,1, research scientist ,1,married,48620.0,20284,5,No,14,3.0,3,2,10.0,2,3.0,4,1,3,1989,Yes
14460,32,No,travel rarely,803.1,7,5,marketing,4,Male,97,3,2, sales executive ,4,married,92040.0,23343,4,No,12,3.0,3,1,7.0,3,2.8,4,0,3,1991,Yes
14770,33,No,travel rarely,803.1,7,3,medical,4,Male,54,3,2, sales executive ,1,married,43730.0,17456,0,No,14,3.0,1,2,5.0,2,3.0,4,0,3,1990,No
14870,29,Yes,travel rarely,115.0,13,3,life sciences,1,Female,51,3,2, sales executive ,2,single,48620.0,17485,5,No,11,3.2,1,0,7.0,4,1.0,5,0,0,1994,No
14990,30,No,travel rarely,803.1,16,3,life sciences,3,Male,46,3,1, human resources ,3,married,20640.0,15428,0,No,21,4.0,1,1,6.0,3,4.0,5,1,3,1993,No
15330,23,No,travel rarely,507.0,11,1,life sciences,11,Male,97,3,2, laboratory technician ,3,single,48620.0,24812,0,No,14,3.0,2,0,5.0,2,3.0,4,1,2,2000,No
15450,33,No,travel rarely,575.0,25,3,life sciences,4,Male,44,2,2, manufacturing director ,2,married,48620.0,24152,1,No,13,3.0,4,0,5.0,2,3.0,5,0,2,1990,Yes
15540,35,No,travel rarely,803.1,28,4,life sciences,2,Female,98,2,1, sales representative ,3,married,24300.0,26204,0,No,23,4.0,1,2,6.0,5,3.0,5,4,2,1988,Yes
15630,38,No,travel frequently,888.0,10,4,life sciences,3,Male,71,3,2, human resources ,3,married,48620.0,14814,3,No,11,3.0,3,0,10.0,2,3.0,6,1,2,1985,Yes
16220,28,No,travel rarely,580.0,27,3,life sciences,2,Female,39,1,2, manufacturing director ,1,divorced,48770.0,20460,0,No,21,4.0,2,1,6.0,5,2.0,5,0,0,1995,Yes
16310,37,No,travel rarely,671.0,19,3,life sciences,3,Male,85,3,2, manufacturing director ,3,married,48620.0,26493,3,No,17,3.0,1,3,10.0,2,2.0,4,0,2,1986,No
16460,24,No,travel rarely,567.0,2,1,technical degree,1,Female,32,3,1, research scientist ,4,married,37600.0,17218,1,No,13,3.0,3,0,6.0,2,3.0,6,1,3,1999,No
16590,36,No,travel rarely,311.0,7,3,life sciences,1,Male,77,3,1, laboratory technician ,2,married,20130.0,10950,2,No,11,3.0,3,0,10.0,4,3.0,4,1,3,1987,Yes
16890,53,No,travel rarely,1395.0,24,4,medical,2,Male,48,4,3, healthcare representative ,4,married,48620.0,3458,3,No,15,3.0,3,0,11.0,2,3.0,4,1,2,1970,No
17000,37,No,travel frequently,1278.0,1,4,life sciences,3,Male,31,1,2, sales executive ,4,married,48620.0,7677,1,No,14,3.0,3,2,6.0,2,2.0,6,1,3,1986,Yes
17390,32,No,travel rarely,371.0,19,3,life sciences,4,Male,80,1,3, sales executive ,3,married,48620.0,3840,3,No,13,3.0,3,1,10.0,2,1.0,4,0,2,1991,No
17680,42,No,travel rarely,855.0,12,3,medical,2,Male,57,3,1, laboratory technician ,2,divorced,27660.0,8952,8,No,22,4.0,2,3,7.0,6,2.0,5,0,4,1981,Yes
17720,41,No,travel rarely,548.0,9,4,life sciences,3,Male,94,3,1, laboratory technician ,1,divorced,48620.0,20520,1,No,20,4.0,2,2,5.0,2,3.0,5,0,4,1982,Yes
17920,44,Yes,travel rarely,429.0,1,2,life sciences,3,Male,99,3,1, research scientist ,2,married,48620.0,11092,1,Yes,12,3.0,3,3,10.0,2,2.0,5,2,3,1979,Yes
18000,39,No,travel rarely,1253.0,10,1,medical,3,Male,65,3,3, research director ,3,single,48620.0,7914,7,No,21,4.0,3,0,10.0,3,3.0,4,2,2,1984,Yes
18220,40,No,travel rarely,1194.0,1,3,life sciences,3,Female,52,3,2, healthcare representative ,4,married,65130.0,9060,4,No,17,3.0,4,1,12.0,3,3.0,5,0,3,1983,Yes
18540,42,No,travel rarely,355.0,10,4,technical degree,3,Male,38,3,1, research scientist ,3,married,48620.0,6161,3,No,22,4.0,2,2,10.0,1,2.0,6,3,3,1981,No
18820,34,No,travel rarely,1480.0,4,3,life sciences,3,Male,64,3,3, sales executive ,4,married,48620.0,24444,2,Yes,13,3.0,4,3,9.0,3,3.0,5,1,0,1989,Yes
18850,37,No,travel rarely,783.0,7,4,medical,4,Male,78,3,2, research scientist ,1,married,42840.0,13588,5,No,22,4.0,3,1,16.0,2,3.0,5,0,4,1986,Yes
19310,27,No,travel rarely,1354.0,2,4,technical degree,2,Male,41,3,1, research scientist ,2,married,22260.0,6073,1,No,11,3.2,3,1,6.0,3,2.0,5,1,2,1996,No
19450,35,No,travel rarely,682.0,18,4,life sciences,2,Male,71,3,2, sales executive ,1,married,55610.0,15975,0,No,16,3.0,4,1,10.0,2,1.0,5,0,4,1988,Yes
19470,28,No,non travel,1103.0,16,3,medical,3,Male,49,3,1, research scientist ,3,single,21440.0,2122,1,No,14,3.0,3,0,5.0,3,2.0,5,1,4,1995,Yes
19540,29,No,travel rarely,136.0,1,3,life sciences,1,Male,89,3,2, healthcare representative ,1,married,53730.0,6225,0,No,12,3.0,1,1,6.0,5,2.0,5,0,2,1994,No
19690,54,No,travel rarely,155.0,9,2,life sciences,1,Female,67,3,2, research scientist ,3,married,28970.0,22474,3,No,11,3.0,3,2,9.0,6,2.0,4,2,3,1969,No
19810,24,No,travel rarely,771.0,41,2,life sciences,41,Male,45,2,2, healthcare representative ,3,single,48620.0,14120,1,No,12,3.0,2,0,4.0,2,2.0,4,1,2,1999,Yes
19970,38,No,travel frequently,508.0,6,4,life sciences,1,Male,72,2,2, manufacturing director ,3,married,53210.0,14284,2,No,11,3.0,4,1,10.0,1,3.0,8,7,7,1985,No
19980,42,No,travel rarely,557.0,18,4,life sciences,4,Male,35,3,2, research scientist ,1,married,54100.0,11189,6,No,17,3.0,3,1,9.0,3,2.0,4,1,2,1981,Yes
19990,41,No,travel rarely,642.0,1,3,life sciences,4,Male,76,3,1, research scientist ,4,married,27820.0,21412,3,No,22,3.2,1,1,10.0,3,3.0,5,1,0,1982,Yes
20180,25,No,travel rarely,1382.0,8,2,life sciences,1,Female,85,3,2, sales executive ,3,married,48620.0,13684,0,Yes,22,4.0,2,1,6.0,3,2.0,5,0,4,1998,Yes
20440,50,Yes,travel rarely,878.0,1,4,life sciences,2,Male,94,3,2, sales executive ,3,married,48620.0,14255,7,No,12,3.0,4,2,12.0,3,2.8,6,0,1,1973,Yes
20460,45,No,travel rarely,374.0,20,3,life sciences,4,Female,50,3,2, sales executive ,3,married,48500.0,23333,8,No,15,3.0,3,0,10.0,3,3.0,5,0,1,1978,Yes
20520,35,No,travel rarely,287.0,1,4,life sciences,3,Female,62,1,1, research scientist ,4,married,48620.0,8952,1,No,12,3.0,4,1,4.0,5,3.0,4,1,1,1988,Yes
20530,29,No,travel rarely,803.1,13,2,other,4,Male,46,2,2, laboratory technician ,2,married,48620.0,23679,4,No,13,3.0,1,1,10.0,2,3.0,4,0,3,1994,No
20680,34,No,travel rarely,803.1,8,3,life sciences,2,Male,82,4,2, laboratory technician ,3,married,44040.0,10228,2,No,12,3.0,1,0,10.0,3,4.0,4,1,2,1989,Yes
70,27,No,travel rarely,591.0,2,1,life sciences,1,Male,40,3,1, laboratory technician ,2,married,48620.0,16632,9,No,12,3.0,4,1,6.0,3,3.0,2,2,2,1996,No
160,31,No,travel rarely,670.0,26,1,life sciences,1,Male,0,3,1, research scientist ,3,divorced,48620.0,15170,1,No,17,3.0,4,1,5.0,1,2.0,5,4,3,1992,Yes
180,34,No,travel rarely,1346.0,38,2,life sciences,2,Male,93,3,1, laboratory technician ,4,divorced,48620.0,8758,0,No,11,3.0,3,1,3.0,2,3.0,2,1,2,1989,Yes
190,28,Yes,travel rarely,103.0,24,3,life sciences,3,Male,50,2,1, laboratory technician ,3,single,48620.0,12947,5,Yes,14,3.0,2,0,6.0,4,3.0,4,0,3,1995,Yes
210,32,No,travel rarely,334.0,5,2,life sciences,1,Male,80,4,1, research scientist ,2,divorced,48620.0,15053,0,Yes,12,3.0,4,2,7.0,5,2.0,6,0,5,1991,Yes
240,38,No,travel rarely,371.0,2,3,life sciences,4,Male,45,3,1, research scientist ,4,single,39440.0,4306,5,Yes,11,3.0,3,0,6.0,3,3.0,3,1,2,1985,Yes
260,24,No,travel rarely,673.0,11,2,life sciences,1,Female,96,4,2, manufacturing director ,3,married,48620.0,8232,0,No,18,3.0,4,1,5.0,5,2.0,4,1,3,1999,Yes
310,34,Yes,travel rarely,699.0,6,1,life sciences,2,Male,83,3,1, research scientist ,1,single,29600.0,17102,2,No,11,3.0,3,0,10.0,2,3.0,4,1,3,1989,Yes
330,32,Yes,travel frequently,803.1,16,1,life sciences,2,Female,72,1,1, research scientist ,1,married,48620.0,4681,1,No,22,3.2,2,0,10.0,5,3.0,10,6,7,1991,No
380,46,No,travel rarely,705.0,2,4,marketing,2,Female,83,3,5, manager ,1,single,189470.0,22822,3,No,12,3.0,4,0,22.0,2,2.0,2,2,1,1977,No
