employeenumber,age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,remotework
680.0,44,No,,1488.0,1,5,marketing,2,Female,75,3,2, sales executive ,1,,54540.0,4009,5,,21,4.0,3,1,9.0,2,2.0,4,1,3,1979,No
790.0,38,No,,653.0,29,5,life sciences,4,Female,50,3,2, laboratory technician ,4,single,,5456,1,No,11,3.0,4,0,10.0,2,3.0,10,9,9,1985,Yes
800.0,50,No,,989.0,7,2,medical,2,Female,43,2,5, research director ,3,divorced,187400.0,16701,5,,12,,4,1,,2,2.0,27,13,8,1973,No
910.0,59,No,travel frequently,1225.0,1,1,,1,Female,57,2,2, sales executive ,3,single,54730.0,24668,7,No,11,,4,0,20.0,2,2.0,4,1,3,1964,No
1190.0,40,No,travel frequently,530.0,1,4,life sciences,3,Male,78,2,4, healthcare representative ,2,married,135030.0,14115,1,No,22,4.0,4,1,22.0,3,2.0,22,11,11,1983,No
1260.0,54,No,travel rarely,1217.0,2,4,technical degree,1,Female,60,3,3, research director ,3,,135490.0,24001,9,No,12,3.0,1,1,16.0,5,1.0,4,0,3,1969,No
1480.0,54,No,non travel,142.0,26,3,,4,Female,0,4,4, manager ,4,single,,13871,2,,12,,3,0,,3,3.0,5,4,4,1969,Yes
1500.0,24,No,,1127.0,18,1,life sciences,2,Male,52,3,1, laboratory technician ,3,married,27740.0,13257,0,No,12,3.0,3,1,,2,3.0,5,1,2,1999,Yes
1980.0,30,No,travel rarely,1427.0,2,1,,2,Male,35,2,1, laboratory technician ,4,single,,11162,0,No,13,3.0,4,0,6.0,3,3.0,5,1,2,1993,Yes
2160.0,34,No,travel frequently,303.0,10,4,,10,Female,75,3,1, sales representative ,3,,,11314,6,No,18,3.0,4,1,,3,3.0,4,1,2,1989,No
2300.0,38,No,travel rarely,702.0,1,4,life sciences,1,Female,0,2,2, sales executive ,4,single,,12930,4,,22,,3,0,12.0,2,4.0,8,0,7,1985,No
2700.0,42,No,,926.0,21,2,,3,Female,36,3,2, manufacturing director ,3,divorced,52650.0,16439,2,,16,3.0,2,1,11.0,5,3.0,5,0,2,1981,No
2770.0,34,No,,878.0,10,4,,4,Male,43,3,1, research scientist ,3,divorced,38150.0,5972,1,Yes,17,3.0,4,1,,4,4.0,5,2,0,1989,Yes
2990.0,30,Yes,,334.0,26,4,,3,Female,52,2,2, sales executive ,1,,,22967,5,,15,3.0,3,0,9.0,5,2.0,6,0,1,1993,Yes
3150.0,29,Yes,travel rarely,896.0,13,1,medical,13,Male,86,2,1, research scientist ,4,single,23890.0,14961,1,,13,3.0,3,0,4.0,3,,4,0,1,1994,Yes
3300.0,32,No,,1401.0,4,2,,3,Female,56,3,1, sales representative ,2,married,,20990,2,No,11,,1,1,,5,3.0,4,1,2,1991,No
3690.0,25,No,,675.0,5,2,life sciences,2,Male,85,4,2, healthcare representative ,1,,40000.0,18384,1,No,12,3.0,4,2,6.0,2,3.0,6,1,5,1998,Yes
3860.0,53,No,,1070.0,3,4,,3,Male,45,3,4, research director ,3,married,175840.0,21016,3,Yes,16,3.0,4,3,21.0,5,2.0,5,1,3,1970,Yes
3900.0,26,No,,496.0,11,2,medical,1,Male,60,3,2, healthcare representative ,1,married,,22722,1,,13,3.0,3,1,5.0,3,3.0,5,3,3,1997,Yes
4120.0,28,No,travel rarely,1476.0,16,2,medical,2,Male,68,4,2, healthcare representative ,1,single,56610.0,4824,0,,19,3.0,3,0,9.0,2,3.0,8,0,7,1995,Yes
4220.0,58,No,,390.0,1,4,life sciences,4,Male,32,1,2, healthcare representative ,3,divorced,,17056,2,Yes,13,3.0,4,1,,2,3.0,5,1,2,1965,Yes
4340.0,27,No,travel rarely,1220.0,5,3,,3,Female,85,3,1, research scientist ,2,single,,20938,1,,12,3.0,2,0,4.0,2,,4,1,2,1996,Yes
4500.0,54,No,travel frequently,928.0,20,4,life sciences,4,Female,31,3,2, research scientist ,3,,48690.0,16885,3,,12,,4,0,20.0,4,2.0,4,0,3,1969,No
4690.0,29,No,non travel,746.0,2,3,life sciences,4,Male,61,3,2, sales executive ,3,,46490.0,16928,1,,14,,1,1,,3,2.0,4,0,2,1994,Yes
4910.0,50,No,travel rarely,1046.0,10,3,,4,Male,100,2,3, healthcare representative ,4,,104960.0,2755,6,No,15,3.0,4,0,20.0,2,3.0,4,1,3,1973,No
5540.0,24,Yes,travel rarely,1448.0,1,1,technical degree,1,Female,62,3,1, sales representative ,2,single,,21972,1,Yes,16,3.0,2,0,6.0,4,3.0,5,1,4,1999,Yes
5790.0,34,No,,1303.0,2,4,,4,Male,62,2,1, research scientist ,3,,27680.0,8416,3,,12,3.0,3,1,14.0,3,3.0,7,5,7,1989,Yes
5920.0,36,No,non travel,635.0,30,4,medical,2,Male,32,3,3, sales executive ,4,single,,15318,1,,14,3.0,4,0,,3,2.0,10,9,7,1987,Yes
5990.0,41,No,non travel,267.0,10,2,,4,Male,0,3,2, sales executive ,4,single,,13430,7,No,14,3.0,4,0,,3,3.0,14,1,10,1982,Yes
6410.0,26,No,travel rarely,703.0,28,2,marketing,1,Male,66,3,2, sales executive ,2,married,,7428,1,,20,4.0,4,2,,5,4.0,5,1,4,1997,Yes
6550.0,27,No,,798.0,6,4,,1,Female,66,2,1, research scientist ,3,divorced,21870.0,5013,0,No,12,3.0,3,2,6.0,5,2.0,5,0,3,1996,Yes
6670.0,27,Yes,travel rarely,1420.0,2,1,marketing,3,Male,85,3,1, sales representative ,1,divorced,,16346,0,No,11,3.0,2,1,5.0,3,3.0,4,0,2,1996,Yes
7580.0,23,No,travel rarely,650.0,49,1,,2,Male,37,3,1, laboratory technician ,1,,,4344,1,No,14,3.0,4,1,5.0,2,4.0,4,0,2,2000,Yes
7600.0,39,No,travel rarely,141.0,24,3,,3,Female,44,4,2, human resources ,2,,,18767,9,,15,3.0,3,1,,3,1.0,8,3,6,1984,No
7910.0,52,No,non travel,715.0,19,4,medical,4,Male,41,3,1, research scientist ,4,,42580.0,26589,0,No,18,3.0,1,1,,3,3.0,4,1,2,1971,Yes
7960.0,26,Yes,,,8,3,,4,Male,0,2,2, sales executive ,1,single,53260.0,3064,6,No,17,3.0,3,0,,2,2.0,4,1,2,1997,Yes
7990.0,54,No,,376.0,19,4,,4,Female,0,3,2, manufacturing director ,1,divorced,54850.0,22670,9,Yes,11,,2,2,,4,3.0,5,1,4,1969,Yes
8150.0,50,No,travel rarely,691.0,2,3,,3,Male,64,3,4, research director ,3,,176390.0,6881,5,,16,3.0,4,0,,3,3.0,4,0,3,1973,No
8270.0,42,No,,932.0,1,2,life sciences,4,Female,43,2,2, manufacturing director ,4,married,60620.0,4051,9,,13,3.0,4,1,8.0,4,3.0,4,0,2,1981,No
8650.0,32,No,,638.0,8,2,,3,Female,91,4,2, research scientist ,3,married,,22162,5,,12,3.0,3,1,9.0,3,2.0,5,1,3,1991,Yes
8940.0,42,No,,1265.0,3,3,,3,Female,95,4,2, laboratory technician ,4,married,,23726,2,Yes,13,3.0,2,1,17.0,1,2.0,5,1,3,1981,Yes
9830.0,38,No,non travel,152.0,10,3,,3,Female,85,3,2, sales executive ,4,,56660.0,19899,1,Yes,13,3.0,2,0,6.0,1,3.0,5,1,3,1985,Yes
9960.0,45,No,travel rarely,974.0,1,4,,4,Female,91,3,1, laboratory technician ,4,divorced,,11005,3,No,14,,4,2,8.0,2,3.0,5,0,2,1978,No
10110.0,31,No,travel frequently,853.0,1,1,,3,Female,0,3,2, manufacturing director ,1,,,11275,1,No,12,3.0,3,1,4.0,1,3.0,4,0,3,1992,No
10190.0,22,No,,217.0,8,1,life sciences,2,Male,94,1,1, laboratory technician ,1,,,6881,1,,15,3.0,1,1,4.0,3,2.0,4,1,1,2001,Yes
10320.0,59,No,travel rarely,715.0,2,3,,3,Female,69,2,4, manufacturing director ,4,,137260.0,21829,3,,13,3.0,1,0,,4,3.0,5,4,3,1964,No
10450.0,45,No,,1234.0,11,2,,4,Female,90,3,4, manager ,4,married,,5404,3,No,13,3.0,2,1,26.0,4,4.0,9,1,1,1978,No
10490.0,45,No,travel rarely,788.0,24,4,,2,Male,36,3,1, human resources ,2,,,8318,1,No,16,3.0,1,0,,3,3.0,6,0,4,1978,Yes
10680.0,26,No,,921.0,26,1,medical,1,Female,66,2,1, research scientist ,3,,,25265,1,No,13,3.0,3,2,,5,3.0,5,1,3,1997,No
11360.0,28,No,,,42,1,,42,Male,67,2,1, research scientist ,2,married,,19911,0,No,17,3.0,1,0,,2,1.0,5,0,4,1995,Yes
11790.0,30,No,travel rarely,852.0,10,3,marketing,3,Male,72,2,2, sales executive ,3,married,,2706,1,No,18,3.0,1,1,,3,3.0,10,1,4,1993,No
11880.0,43,Yes,,1372.0,9,3,,1,Female,85,1,2, sales executive ,3,single,,9489,8,No,13,,2,0,7.0,2,2.0,4,1,3,1980,Yes
12110.0,30,No,travel rarely,1329.0,29,4,life sciences,3,Male,61,3,2, sales executive ,1,divorced,41150.0,13192,8,,19,3.0,3,3,8.0,3,3.0,4,0,3,1993,No
12280.0,46,No,travel rarely,150.0,2,4,technical degree,4,Male,60,3,2, manufacturing director ,4,divorced,,17433,2,,11,3.0,3,1,,3,2.0,6,1,4,1977,Yes
12310.0,42,No,non travel,,2,5,,4,Male,79,4,2, human resources ,1,married,62720.0,12858,7,No,16,3.0,1,1,,3,4.0,4,0,3,1981,Yes
12590.0,27,No,,1167.0,4,2,,1,Male,76,3,1, research scientist ,3,divorced,25170.0,3208,1,,11,3.0,2,3,,2,,5,0,3,1996,Yes
13380.0,56,No,travel rarely,206.0,8,4,life sciences,4,Male,99,3,5, manager ,2,single,,4022,6,No,14,3.0,1,0,36.0,4,3.0,7,7,7,1967,No
13490.0,41,No,travel frequently,,1,3,marketing,3,Female,66,3,2, sales executive ,1,,,4297,0,,17,3.0,4,1,,2,3.0,9,1,7,1982,Yes
13870.0,28,No,,736.0,26,3,life sciences,3,Male,48,2,2, sales executive ,1,married,,24232,1,,11,3.0,3,1,5.0,0,3.0,5,0,4,1995,Yes
14010.0,52,No,travel frequently,322.0,28,2,,4,Female,59,4,4, manufacturing director ,3,married,,9731,2,,11,3.0,2,1,,3,2.0,5,0,2,1971,Yes
14070.0,26,No,travel rarely,683.0,2,1,medical,1,Male,36,2,1, research scientist ,4,single,39040.0,4050,0,No,12,3.0,4,0,5.0,2,3.0,4,1,1,1997,Yes
14200.0,49,Yes,travel frequently,1475.0,28,2,,1,Male,97,2,2, laboratory technician ,1,,,22710,3,No,20,4.0,1,0,20.0,2,,4,1,3,1974,Yes
14310.0,34,No,travel frequently,560.0,1,4,other,4,Male,91,3,1, research scientist ,1,,,20284,5,,14,3.0,3,2,10.0,2,3.0,4,1,3,1989,Yes
14460.0,32,No,,,7,5,marketing,4,Male,97,3,2, sales executive ,4,,92040.0,23343,4,,12,3.0,3,1,7.0,3,,4,0,3,1991,Yes
14770.0,33,No,,,7,3,medical,4,Male,54,3,2, sales executive ,1,,43730.0,17456,0,No,14,3.0,1,2,5.0,2,3.0,4,0,3,1990,No
14870.0,29,Yes,,115.0,13,3,,1,Female,51,3,2, sales executive ,2,single,,17485,5,No,11,,1,0,7.0,4,1.0,5,0,0,1994,No
14990.0,30,No,,,16,3,life sciences,3,Male,46,3,1, human resources ,3,,20640.0,15428,0,,21,4.0,1,1,6.0,3,4.0,5,1,3,1993,No
15330.0,23,No,,507.0,11,1,life sciences,11,Male,97,3,2, laboratory technician ,3,single,,24812,0,No,14,3.0,2,0,5.0,2,3.0,4,1,2,2000,No
15450.0,33,No,,575.0,25,3,,4,Male,44,2,2, manufacturing director ,2,,,24152,1,No,13,3.0,4,0,5.0,2,3.0,5,0,2,1990,Yes
15540.0,35,No,,,28,4,,2,Female,98,2,1, sales representative ,3,married,24300.0,26204,0,,23,4.0,1,2,6.0,5,3.0,5,4,2,1988,Yes
15630.0,38,No,travel frequently,888.0,10,4,,3,Male,71,3,2, human resources ,3,,,14814,3,No,11,3.0,3,0,10.0,2,3.0,6,1,2,1985,Yes
16220.0,28,No,,580.0,27,3,,2,Female,39,1,2, manufacturing director ,1,divorced,48770.0,20460,0,,21,4.0,2,1,6.0,5,2.0,5,0,0,1995,Yes
16310.0,37,No,,671.0,19,3,life sciences,3,Male,85,3,2, manufacturing director ,3,,,26493,3,No,17,3.0,1,3,,2,2.0,4,0,2,1986,No
16460.0,24,No,,567.0,2,1,technical degree,1,Female,32,3,1, research scientist ,4,,37600.0,17218,1,,13,3.0,3,0,6.0,2,3.0,6,1,3,1999,No
16590.0,36,No,,311.0,7,3,,1,Male,77,3,1, laboratory technician ,2,,20130.0,10950,2,,11,3.0,3,0,,4,3.0,4,1,3,1987,Yes
16890.0,53,No,travel rarely,1395.0,24,4,medical,2,Male,48,4,3, healthcare representative ,4,married,,3458,3,No,15,3.0,3,0,11.0,2,3.0,4,1,2,1970,No
17000.0,37,No,travel frequently,1278.0,1,4,,3,Male,31,1,2, sales executive ,4,,,7677,1,,14,3.0,3,2,6.0,2,2.0,6,1,3,1986,Yes
17390.0,32,No,travel rarely,371.0,19,3,,4,Male,80,1,3, sales executive ,3,married,,3840,3,No,13,3.0,3,1,,2,1.0,4,0,2,1991,No
17680.0,42,No,travel rarely,855.0,12,3,medical,2,Male,57,3,1, laboratory technician ,2,divorced,27660.0,8952,8,No,22,4.0,2,3,7.0,6,2.0,5,0,4,1981,Yes
17720.0,41,No,,548.0,9,4,life sciences,3,Male,94,3,1, laboratory technician ,1,divorced,,20520,1,No,20,4.0,2,2,5.0,2,3.0,5,0,4,1982,Yes
17920.0,44,Yes,,429.0,1,2,,3,Male,99,3,1, research scientist ,2,,,11092,1,Yes,12,3.0,3,3,,2,2.0,5,2,3,1979,Yes
18000.0,39,No,,1253.0,10,1,medical,3,Male,65,3,3, research director ,3,single,,7914,7,,21,4.0,3,0,,3,3.0,4,2,2,1984,Yes
18220.0,40,No,,1194.0,1,3,,3,Female,52,3,2, healthcare representative ,4,,65130.0,9060,4,,17,3.0,4,1,12.0,3,3.0,5,0,3,1983,Yes
18540.0,42,No,,355.0,10,4,technical degree,3,Male,38,3,1, research scientist ,3,married,,6161,3,No,22,4.0,2,2,10.0,1,2.0,6,3,3,1981,No
18820.0,34,No,travel rarely,1480.0,4,3,,3,Male,64,3,3, sales executive ,4,married,,24444,2,Yes,13,3.0,4,3,9.0,3,3.0,5,1,0,1989,Yes
18850.0,37,No,travel rarely,783.0,7,4,medical,4,Male,78,3,2, research scientist ,1,,42840.0,13588,5,,22,4.0,3,1,16.0,2,3.0,5,0,4,1986,Yes
19310.0,27,No,,1354.0,2,4,technical degree,2,Male,41,3,1, research scientist ,2,,22260.0,6073,1,No,11,,3,1,6.0,3,2.0,5,1,2,1996,No
19450.0,35,No,travel rarely,682.0,18,4,,2,Male,71,3,2, sales executive ,1,,55610.0,15975,0,,16,3.0,4,1,,2,1.0,5,0,4,1988,Yes
19470.0,28,No,non travel,1103.0,16,3,medical,3,Male,49,3,1, research scientist ,3,single,21440.0,2122,1,No,14,3.0,3,0,5.0,3,2.0,5,1,4,1995,Yes
19540.0,29,No,,136.0,1,3,life sciences,1,Male,89,3,2, healthcare representative ,1,married,53730.0,6225,0,No,12,3.0,1,1,6.0,5,2.0,5,0,2,1994,No
19690.0,54,No,,155.0,9,2,,1,Female,67,3,2, research scientist ,3,married,28970.0,22474,3,No,11,3.0,3,2,9.0,6,2.0,4,2,3,1969,No
19810.0,24,No,travel rarely,771.0,41,2,life sciences,41,Male,45,2,2, healthcare representative ,3,single,,14120,1,No,12,3.0,2,0,4.0,2,2.0,4,1,2,1999,Yes
19970.0,38,No,travel frequently,508.0,6,4,,1,Male,72,2,2, manufacturing director ,3,married,53210.0,14284,2,No,11,3.0,4,1,10.0,1,3.0,8,7,7,1985,No
19980.0,42,No,,557.0,18,4,,4,Male,35,3,2, research scientist ,1,,54100.0,11189,6,,17,3.0,3,1,9.0,3,2.0,4,1,2,1981,Yes
19990.0,41,No,,642.0,1,3,life sciences,4,Male,76,3,1, research scientist ,4,,27820.0,21412,3,No,22,,1,1,,3,3.0,5,1,0,1982,Yes
20180.0,25,No,travel rarely,1382.0,8,2,,1,Female,85,3,2, sales executive ,3,,,13684,0,Yes,22,4.0,2,1,6.0,3,2.0,5,0,4,1998,Yes
20440.0,50,Yes,,878.0,1,4,,2,Male,94,3,2, sales executive ,3,,,14255,7,No,12,3.0,4,2,12.0,3,,6,0,1,1973,Yes
20460.0,45,No,,374.0,20,3,,4,Female,50,3,2, sales executive ,3,,48500.0,23333,8,No,15,3.0,3,0,,3,3.0,5,0,1,1978,Yes
20520.0,35,No,travel rarely,287.0,1,4,,3,Female,62,1,1, research scientist ,4,married,,8952,1,No,12,3.0,4,1,4.0,5,3.0,4,1,1,1988,Yes
20530.0,29,No,travel rarely,,13,2,other,4,Male,46,2,2, laboratory technician ,2,,,23679,4,,13,3.0,1,1,10.0,2,3.0,4,0,3,1994,No
20680.0,34,No,,,8,3,,2,Male,82,4,2, laboratory technician ,3,,44040.0,10228,2,No,12,3.0,1,0,,3,4.0,4,1,2,1989,Yes
70.0,27,No,travel rarely,591.0,2,1,,1,Male,40,3,1, laboratory technician ,2,married,,16632,9,No,12,3.0,4,1,6.0,3,3.0,2,2,2,1996,No
160.0,31,No,,670.0,26,1,,1,Male,0,3,1, research scientist ,3,divorced,,15170,1,,17,3.0,4,1,5.0,1,2.0,5,4,3,1992,Yes
180.0,34,No,travel rarely,1346.0,38,2,,2,Male,93,3,1, laboratory technician ,4,divorced,,8758,0,,11,3.0,3,1,3.0,2,3.0,2,1,2,1989,Yes
190.0,28,Yes,travel rarely,103.0,24,3,life sciences,3,Male,50,2,1, laboratory technician ,3,single,,12947,5,Yes,14,3.0,2,0,6.0,4,3.0,4,0,3,1995,Yes
210.0,32,No,travel rarely,334.0,5,2,,1,Male,80,4,1, research scientist ,2,divorced,,15053,0,Yes,12,3.0,4,2,7.0,5,2.0,6,0,5,1991,Yes
240.0,38,No,,371.0,2,3,life sciences,4,Male,45,3,1, research scientist ,4,single,39440.0,4306,5,Yes,11,3.0,3,0,6.0,3,3.0,3,1,2,1985,Yes
260.0,24,No,,673.0,11,2,,1,Female,96,4,2, manufacturing director ,3,,,8232,0,No,18,3.0,4,1,5.0,5,2.0,4,1,3,1999,Yes
310.0,34,Yes,,699.0,6,1,,2,Male,83,3,1, research scientist ,1,single,29600.0,17102,2,No,11,3.0,3,0,,2,3.0,4,1,3,1989,Yes
330.0,32,Yes,travel frequently,,16,1,,2,Female,72,1,1, research scientist ,1,,,4681,1,,22,,2,0,,5,3.0,10,6,7,1991,No
380.0,46,No,travel rarely,705.0,2,4,marketing,2,Female,83,3,5, manager ,1,single,189470.0,22822,3,,12,3.0,4,0,22.0,2,2.0,2,2,1,1977,No
400.0,44,No,,1459.0,10,4,other,4,Male,41,3,2, healthcare representative ,4,married,64650.0,19121,2,,13,3.0,4,0,,5,4.0,4,1,3,1979,No
470.0,50,Yes,travel rarely,,3,2,,1,Male,86,2,1, sales representative ,3,married,26830.0,3810,1,,14,3.0,3,0,3.0,2,3.0,3,0,2,1973,Yes
490.0,35,No,,890.0,2,3,marketing,4,Female,97,3,1, sales representative ,4,married,20140.0,9687,1,No,13,3.0,1,0,2.0,3,3.0,2,2,2,1988,Yes
650.0,28,Yes,,1434.0,5,4,,3,Male,50,3,1, laboratory technician ,3,single,34410.0,11179,1,Yes,13,,3,0,2.0,3,2.0,2,2,2,1995,Yes
720.0,26,No,,1443.0,22,3,,22,Female,47,2,2, sales executive ,4,married,,21436,7,Yes,19,3.0,3,1,5.0,2,2.0,2,0,0,1997,No
880.0,35,No,,664.0,31,3,medical,2,Male,79,3,1, research scientist ,1,married,,5868,4,No,13,3.0,4,1,5.0,2,2.0,3,1,2,1988,Yes
1020.0,37,No,travel rarely,397.0,20,4,medical,1,Male,30,3,3, research director ,3,,136640.0,25258,4,,13,,1,0,,3,4.0,5,0,2,1986,Yes
1030.0,46,No,travel rarely,,38,2,medical,38,Male,80,3,2, human resources ,2,divorced,50210.0,10425,8,Yes,22,4.0,4,1,,2,3.0,4,0,2,1977,Yes
1100.0,34,No,travel rarely,1153.0,1,2,medical,1,Male,94,3,2, manufacturing director ,2,married,,17736,1,No,15,3.0,3,0,,2,3.0,5,1,3,1989,Yes
1160.0,51,No,travel rarely,432.0,9,4,,4,Male,96,3,1, laboratory technician ,4,,,18725,3,,23,4.0,2,2,10.0,4,3.0,4,0,3,1972,Yes
1280.0,24,No,travel rarely,1353.0,3,2,other,1,Female,33,3,2, sales executive ,3,married,,17519,0,No,21,4.0,1,1,4.0,2,2.0,3,0,2,1999,Yes
1320.0,44,No,,489.0,23,3,,2,Male,0,3,2, laboratory technician ,2,married,,25043,4,,12,3.0,3,1,,3,4.0,3,1,2,1979,Yes
1330.0,37,Yes,travel rarely,807.0,6,4,human resources,3,Male,63,3,1, human resources ,1,divorced,,23648,4,,22,4.0,4,0,,3,3.0,3,0,2,1986,Yes
1430.0,25,No,,1280.0,7,1,,4,Male,0,2,1, research scientist ,4,married,,26897,1,No,11,3.0,3,2,,2,,2,2,1,1998,Yes
1710.0,43,No,,957.0,26,3,medical,2,Female,72,4,1, research scientist ,3,single,47390.0,16090,4,,12,3.0,4,0,,2,3.0,3,1,2,1980,Yes
1750.0,31,Yes,travel rarely,542.0,20,3,,2,Female,71,1,2, sales executive ,3,,,24788,3,Yes,11,3.0,3,1,4.0,2,3.0,2,2,2,1992,Yes
1780.0,36,No,,216.0,6,2,medical,2,Male,84,3,2, manufacturing director ,2,divorced,,2819,6,No,20,4.0,4,2,7.0,0,3.0,3,0,1,1987,No
1790.0,51,Yes,travel frequently,1150.0,16,4,,1,Male,53,1,3, manufacturing director ,4,,106500.0,25150,2,,15,3.0,4,0,18.0,2,3.0,4,0,3,1972,No
1930.0,38,No,travel rarely,364.0,3,5,technical degree,4,Female,32,3,2, research scientist ,3,,43170.0,2302,3,Yes,20,4.0,2,0,19.0,2,,3,2,2,1985,No
1970.0,30,No,travel rarely,201.0,5,3,technical degree,4,Female,84,3,1, research scientist ,1,divorced,,10415,5,No,14,,4,1,8.0,3,3.0,3,2,2,1993,Yes
2180.0,27,No,non travel,691.0,9,3,medical,4,Male,57,3,1, research scientist ,2,,20240.0,5970,6,,18,3.0,4,1,,1,1.0,2,2,2,1996,Yes
2210.0,28,No,,440.0,21,3,medical,3,Male,42,3,1, research scientist ,4,married,,6672,1,No,11,3.0,3,1,5.0,2,1.0,5,0,2,1995,Yes
2330.0,27,No,,1157.0,17,3,,3,Male,51,3,1, research scientist ,2,,30580.0,13364,0,,16,3.0,4,1,6.0,3,2.0,5,1,1,1996,Yes
2410.0,56,No,travel rarely,713.0,8,3,life sciences,3,Female,67,3,1, research scientist ,1,divorced,,13939,4,,18,3.0,3,1,,3,,2,2,2,1967,Yes
2450.0,38,No,travel rarely,,9,2,,3,Female,75,3,1, laboratory technician ,4,single,,6319,1,,12,,3,0,,3,,2,2,1,1985,Yes
2460.0,31,No,travel rarely,140.0,12,1,medical,3,Female,95,3,1, research scientist ,4,,39290.0,6984,8,,23,4.0,3,1,7.0,0,3.0,4,0,2,1992,Yes
2470.0,34,No,travel rarely,629.0,27,2,medical,4,Female,95,3,1, research scientist ,2,,,5711,2,No,15,3.0,4,0,9.0,3,3.0,3,1,2,1989,Yes
2490.0,50,No,,328.0,1,3,,3,Male,86,2,1, laboratory technician ,3,,,3425,2,,15,3.0,4,1,,2,2.0,3,0,2,1973,No
2500.0,53,No,,1084.0,13,2,,4,Female,0,4,2, manufacturing director ,1,divorced,,26250,1,No,11,3.0,3,2,5.0,3,3.0,4,1,3,1970,No
2690.0,35,No,travel frequently,,24,3,medical,2,Female,37,3,2, laboratory technician ,2,single,44250.0,15986,5,,11,3.0,4,0,,5,3.0,6,1,2,1988,Yes
2870.0,40,No,,1151.0,10,5,life sciences,4,Male,63,2,2, healthcare representative ,4,,,14242,9,No,14,3.0,4,1,5.0,5,1.0,3,0,2,1983,Yes
2880.0,46,No,,644.0,1,4,,4,Male,0,3,3, healthcare representative ,1,,,12368,7,No,16,3.0,3,1,17.0,3,3.0,4,0,3,1977,Yes
2970.0,30,Yes,,1005.0,3,3,technical degree,4,Female,88,3,1, research scientist ,1,,26570.0,8556,5,Yes,11,3.0,3,0,8.0,5,3.0,5,0,4,1993,Yes
3030.0,54,No,,1147.0,3,3,,4,Female,52,3,2, sales executive ,1,married,59400.0,17011,2,,14,3.0,4,1,16.0,4,3.0,6,0,5,1969,No
3050.0,33,No,travel rarely,147.0,4,4,,3,Female,47,2,1, research scientist ,2,married,26220.0,13248,6,,21,4.0,4,0,,3,3.0,3,1,1,1990,Yes
3160.0,52,No,travel rarely,1323.0,2,3,,3,Female,89,2,1, laboratory technician ,4,single,32120.0,3300,7,,15,3.0,2,0,,3,2.0,2,2,2,1971,Yes
3320.0,39,No,,1431.0,24,4,medical,24,Female,96,3,1, laboratory technician ,3,divorced,,15417,7,No,14,3.0,3,3,7.0,1,3.0,3,1,2,1984,No
3370.0,31,No,,1327.0,3,4,medical,2,Male,73,3,3, research director ,3,divorced,,13523,9,No,12,3.0,1,1,,3,3.0,2,2,2,1992,Yes
3380.0,33,No,travel rarely,832.0,5,4,life sciences,3,Female,63,2,1, research scientist ,4,married,29110.0,14776,1,,13,3.0,3,1,2.0,2,2.0,2,0,2,1990,Yes
3410.0,45,No,,1199.0,23,4,life sciences,1,Male,77,4,2, manufacturing director ,3,,,5118,4,,17,3.0,4,1,9.0,1,3.0,3,0,2,1978,Yes
3470.0,42,No,,916.0,17,2,,4,Female,82,4,2, research scientist ,1,single,,23016,3,Yes,13,3.0,3,0,,1,3.0,3,0,2,1981,Yes
3490.0,29,No,,1247.0,19,2,marketing,4,Male,45,3,2, sales executive ,4,divorced,69310.0,10732,2,No,14,3.0,4,1,,2,3.0,3,0,2,1994,No
3500.0,25,No,travel rarely,685.0,1,3,,1,Female,62,3,2, manufacturing director ,3,married,,7505,0,No,12,3.0,4,2,5.0,3,3.0,4,1,2,1998,No
3620.0,32,No,,128.0,2,1,,4,Male,84,2,2, laboratory technician ,1,,21760.0,19737,4,No,13,3.0,4,0,9.0,5,3.0,6,0,4,1991,No
3790.0,21,No,travel rarely,996.0,3,2,,4,Male,100,2,1, research scientist ,3,single,32300.0,10531,1,No,17,3.0,1,0,,4,4.0,3,1,0,2002,No
3800.0,37,No,non travel,728.0,1,4,medical,1,Female,80,3,3, research director ,4,divorced,,11677,2,Yes,18,3.0,1,2,,2,3.0,5,0,2,1986,No
3930.0,38,No,travel rarely,688.0,23,4,life sciences,4,Male,82,3,2, healthcare representative ,4,,,18899,9,,14,3.0,2,1,,2,3.0,2,1,2,1985,No
3940.0,26,Yes,travel rarely,1449.0,16,4,medical,1,Male,45,3,1, laboratory technician ,2,divorced,,14180,2,Yes,13,3.0,4,1,,2,3.0,3,0,2,1997,No
3960.0,49,No,,636.0,10,4,life sciences,3,Female,0,3,5, research director ,1,single,186650.0,25594,9,Yes,11,3.0,4,0,,4,3.0,3,1,2,1974,Yes
4030.0,37,No,travel frequently,889.0,9,3,medical,2,Male,53,3,1, research scientist ,4,married,,11411,1,,12,3.0,3,3,,3,2.0,4,1,2,1986,No
4230.0,31,No,travel rarely,691.0,11,4,,11,Male,86,3,1, research scientist ,4,married,,10077,0,,12,3.0,3,1,,4,3.0,5,0,3,1992,Yes
