unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,roledepartament,remotework
1174,33,No,travel rarely,134.0,,2,3,life sciences,"242,0",3,Male,90,3,1, research scientist ,4,,,10515,0,No,14,"3,0",1,0,"4,0",2,,3,,0,2,,1990,,Yes
1175,36,No,travel frequently,635.0,,18,1,,"286,0",2,Female,73,3,1, laboratory technician ,4,Single,,7703,1,,13,"3,0",1,0,"8,0",2,"3,0",8,,1,7,,1987,,Yes
1176,37,No,,1017.0,,18,2,medical,"340,0",18,Female,83,2,1, research scientist ,1,,"3920,0",18697,2,,14,,1,1,,2,"2,0",3,,0,2,"3920,0",1986,,1
1177,32,No,,1311.0,,7,3,,,2,Male,Not Available,4,1, laboratory technician ,2,Married,,26062,1,,20,"4,0",3,0,"5,0",3,"1,0",5,,0,3,,1991,,Yes
1178,51,No,travel rarely,1302.0,,35,3,medical,,35,Male,Not Available,1,2, manufacturing director ,2,Divorced,,16321,5,,18,"3,0",4,1,,3,"3,0",4,,1,2,,1972,,Yes
1179,49,No,,1091.0,,45,2,technical degree,"431,0",45,Female,90,2,4, healthcare representative ,3,,"13964,0",17810,7,Yes,12,"3,0",4,0,,2,"3,0",7,,0,7,"13964,0",1974,,1
1180,35,No,,755.0,,9,4,,"496,0",3,Male,97,2,2, healthcare representative ,2,Single,"6540,0",19394,9,,19,"3,0",3,0,,5,"3,0",1,,0,0,"6540,0",1988,,Yes
1181,22,No,,253.0,,11,3,medical,"511,0",1,Female,43,3,1, research scientist ,2,Married,"2244,0",24440,1,No,13,"3,0",4,1,"2,0",1,"3,0",2,,1,2,"2244,0",2001,,False
1182,33,No,,922.0,,1,5,,"612,0",1,Female,95,4,4, research director ,3,,"16184,0",22578,4,No,19,"3,0",3,1,"10,0",2,"3,0",6,"1,0",0,5,"16184,0",1990,,False
1183,31,Yes,,1365.0, sales ,13,4,medical,"650,0",2,Male,46,3,2, sales executive ,1,Divorced,"4233,0",11512,2,No,17,"3,0",3,0,,2,"1,0",3,,1,2,"4233,0",1992, sales executive  -  sales ,False
1184,45,Yes,,306.0,,26,4,,"684,0",1,Female,100,3,2, sales executive ,1,,,5630,2,,14,"3,0",4,2,"5,0",4,"3,0",1,,0,0,,1978,,1
1185,53,No,,970.0,,7,3,,"730,0",3,Male,59,4,4, research director ,3,Married,"14814,0",13514,3,No,19,"3,0",3,0,"32,0",3,"3,0",5,,1,3,"14814,0",1970,,1
1186,34,No,travel rarely,970.0,,8,2,,"757,0",2,Female,96,3,2, healthcare representative ,3,,,7360,3,No,11,"3,0",4,0,"10,0",2,"3,0",5,,4,3,,1989,,True
1187,43,No,,,,14,2,life sciences,,2,Male,94,3,4, research director ,1,,"17159,0",5200,6,No,24,"4,0",3,1,,3,"3,0",4,,1,0,"17159,0",1980,,0
1188,28,No,travel rarely,1169.0,,8,2,medical,"869,0",2,Male,63,2,1, human resources ,4,Divorced,,23965,1,,13,"3,0",4,1,"6,0",6,"3,0",5,,0,4,,1995,,1
1189,42,No,travel frequently,1271.0, research & development ,2,1,,"875,0",2,Male,35,3,1, research scientist ,4,Single,,9068,5,,14,"3,0",4,0,"8,0",2,"3,0",2,,2,2,,1981, research scientist  -  research & development ,1
1190,27,No,travel rarely,618.0,,4,3,,,2,Female,76,3,1, research scientist ,3,,"2318,0",17808,1,,19,"3,0",3,0,"1,0",2,"3,0",1,,0,0,"2318,0",1996,,True
1191,40,No,,1469.0,,9,4,,"964,0",4,Male,Not Available,3,1, research scientist ,2,,"3617,0",25063,8,Yes,14,,4,1,"3,0",2,,1,,0,0,"3617,0",1983,,1
1192,37,Yes,,625.0,,1,4,life sciences,"970,0",1,Male,46,2,3, sales executive ,3,Married,,14922,5,,11,"3,0",3,0,,2,"1,0",14,,11,7,,1986,,True
1193,29,No,travel frequently,1404.0,,18,3,technical degree,,3,Female,84,3,1, sales representative ,4,,,18203,1,No,15,"3,0",2,1,"3,0",5,"3,0",3,,0,2,,1994,,False
1194,38,No,,1391.0, research & development ,10,1,,"1006,0",3,Male,66,3,1, research scientist ,3,Married,"2684,0",12127,0,,17,"3,0",2,1,"3,0",0,"2,0",2,,0,2,"2684,0",1985, research scientist  -  research & development ,0
1195,34,No,,216.0,,46,4,,,46,Male,75,4,2, sales executive ,4,Divorced,,12278,0,No,11,"3,0",4,1,"16,0",2,"2,0",15,,0,9,,1989,,Yes
1196,34,No,travel rarely,1333.0,,10,4,life sciences,"1055,0",3,Female,87,3,1, sales representative ,3,Married,,18410,1,Yes,19,"3,0",4,1,"1,0",2,"3,0",1,,0,0,,1989,,False
1197,50,No,travel rarely,1464.0,,12,4,medical,"1061,0",12,Male,62,3,5, research director ,3,Marreid,"19237,0",12853,2,,11,"3,0",4,1,"29,0",2,"2,0",8,,7,7,"19237,0",1973,,0
1198,26,Yes,,1330.0,,21,3,,"1107,0",1,Male,37,3,1, laboratory technician ,3,,"2377,0",19373,1,No,20,,3,1,"1,0",0,"2,0",1,,0,0,"2377,0",1997,,False
1199,28,No,travel frequently,773.0, research & development ,6,3,life sciences,,3,Male,39,2,1, research scientist ,3,Divorced,,22088,1,Yes,14,"3,0",4,1,,2,"3,0",3,,0,2,,1995, research scientist  -  research & development ,0
1200,28,Yes,,1485.0,,12,1,,,3,Female,79,3,1, laboratory technician ,4,Married,,22955,1,,11,,4,0,,4,"2,0",1,,0,0,,1995,,True
1201,40,No,,902.0,,29,2,medical,"1180,0",29,Female,92,2,2, research scientist ,4,Marreid,"4422,0",21203,3,Yes,13,"3,0",4,1,"16,0",3,"1,0",1,,0,0,"4422,0",1983,,1
1202,19,No,travel rarely,645.0,,47,2,,"1193,0",3,Male,54,3,1, research scientist ,1,Single,"2552,0",7172,1,No,25,,3,0,"1,0",4,"3,0",1,,0,0,"2552,0",2004,,False
1203,20,No,travel rarely,654.0,,21,3,marketing,"1226,0",3,Male,43,4,1, sales representative ,4,Single,"2678,0",5050,1,,17,"3,0",4,0,"2,0",2,"3,0",2,,2,2,"2678,0",2003,,Yes
1204,40,No,,107.0,,10,3,,,2,Female,84,2,2, sales executive ,2,Divorced,,11591,7,No,12,"3,0",2,1,"7,0",2,"4,0",5,,1,3,,1983,,False
1205,19,Yes,,504.0,,10,3,,,1,Female,96,2,1, research scientist ,2,,,6148,1,,25,"4,0",2,0,,2,"4,0",1,"1,0",0,0,,2004,,True
1206,59,No,,326.0,,3,3,,"1254,0",3,Female,48,2,2, sales executive ,4,Single,"5171,0",16490,5,No,17,"3,0",4,0,"13,0",2,"3,0",6,,0,5,"5171,0",1964,,False
1207,30,No,travel rarely,634.0, research & development ,17,4,medical,"1321,0",2,Female,95,3,3, manager ,1,,"11916,0",25927,1,Yes,23,"4,0",4,2,,2,"3,0",9,,0,8,"11916,0",1993, manager  -  research & development ,False
1208,45,No,travel rarely,1448.0,,29,3,,"1465,0",2,Male,55,3,3, manufacturing director ,4,Married,"9380,0",14720,4,Yes,18,,4,2,,4,"4,0",3,,1,2,"9380,0",1978,,True
1209,40,No,travel rarely,896.0,,2,3,,,3,Male,68,3,1, research scientist ,3,,,8045,2,No,14,"3,0",3,1,,3,"4,0",3,,1,2,,1983,,0
1210,30,No,,1358.0,,42,1,life sciences,"1479,0",4,Male,96,3,2, sales executive ,3,,,2939,8,,15,,3,2,"4,0",2,"2,0",2,,2,2,,1993,,0
1211,24,No,,, research & development ,24,2,technical degree,"1551,0",3,Male,57,2,1, laboratory technician ,1,,,10036,0,,14,,2,3,,3,"3,0",1,,0,0,,1999, laboratory technician  -  research & development ,False
1212,32,No,,824.0,,5,2,life sciences,"1555,0",4,Female,67,2,2, research scientist ,2,Married,"5878,0",15624,3,No,12,"3,0",1,1,"12,0",2,"3,0",7,,2,5,"5878,0",1991,,True
1213,28,Yes,travel rarely,329.0,,24,3,medical,"1604,0",3,Male,51,3,1, laboratory technician ,2,Married,,7324,1,,17,"3,0",3,3,,3,"3,0",1,,0,0,,1995,,0
1214,49,No,,1313.0, sales ,11,4,,"1757,0",4,Female,Not Available,3,2, sales executive ,4,Single,,8191,3,,12,"3,0",3,0,"8,0",1,"4,0",5,,0,4,,1974, sales executive  -  sales ,True
1215,38,No,travel frequently,594.0, research & development ,2,2,medical,"1760,0",3,Female,75,2,1, laboratory technician ,2,Married,"2468,0",15963,4,,14,"3,0",2,1,"9,0",4,"2,0",6,,0,5,"2468,0",1985, laboratory technician  -  research & development ,0
1216,46,No,travel rarely,734.0,,2,4,,"1789,0",3,Male,46,3,5, research director ,4,,,14218,7,,17,"3,0",3,1,"24,0",3,"3,0",2,,2,2,,1977,,1
1217,34,Yes,travel frequently,234.0,,9,4,life sciences,"1807,0",4,Male,93,3,2, laboratory technician ,1,,,6208,4,,17,"3,0",3,1,,3,"2,0",7,,0,7,,1989,,False
1218,39,No,,766.0,,20,3,life sciences,"1812,0",3,Male,83,3,2, sales executive ,4,,"4127,0",19188,2,,18,"3,0",4,1,"7,0",6,"3,0",2,,2,2,"4127,0",1984,,0
1219,26,Yes,travel rarely,920.0, human resources ,20,2,,"1818,0",4,Female,69,3,1, human resources ,2,Married,"2148,0",6889,0,Yes,11,"3,0",3,0,"6,0",3,"3,0",5,,1,4,"2148,0",1997, human resources  -  human resources ,Yes
1220,54,No,travel rarely,431.0,,7,4,medical,"1830,0",4,Female,68,3,2, research scientist ,4,Married,,15696,4,No,15,"3,0",2,1,"14,0",2,"2,0",7,,1,7,,1969,,False
1221,36,No,travel frequently,1213.0,,2,1,,"1890,0",2,Male,94,2,2, human resources ,4,,"3886,0",4223,1,No,21,"4,0",4,0,"10,0",2,"2,0",10,,0,8,"3886,0",1987,,True
1222,32,Yes,travel frequently,238.0, research & development ,5,2,,"1939,0",1,Female,47,4,1, research scientist ,3,,,15318,3,Yes,14,"3,0",1,0,"8,0",2,"3,0",4,,0,3,,1991, research scientist  -  research & development ,0
1223,32,No,,1146.0,,15,4,,,3,Female,Not Available,3,2, healthcare representative ,4,,"6667,0",16542,5,No,18,"3,0",2,1,"9,0",6,"3,0",5,,1,2,"6667,0",1991,,Yes
1224,28,Yes,,1404.0, research & development ,17,3,,,3,Male,32,2,1, laboratory technician ,4,,,18779,5,No,12,"3,0",1,1,,2,"2,0",4,,0,3,,1995, laboratory technician  -  research & development ,Yes
1225,33,No,,1313.0,,1,2,medical,"1994,0",2,Male,59,2,1, laboratory technician ,3,Divorced,,20439,1,,12,"3,0",3,3,,2,"2,0",1,,0,0,,1990,,0
1226,37,Yes,travel rarely,1373.0,,2,2,,"4,0",4,Male,92,2,1, laboratory technician ,3,Single,"2090,0",2396,6,Yes,15,"3,0",2,0,"7,0",3,"3,0",0,,0,0,"2090,0",1986,,True
1227,59,No,travel rarely,1324.0,,3,3,medical,"10,0",3,Female,81,4,1, laboratory technician ,1,,,9964,4,,20,,1,3,"12,0",3,"2,0",1,,0,0,,1964,,True
1228,30,No,travel rarely,1358.0,,24,1,life sciences,,4,Male,67,3,1, laboratory technician ,3,Divorced,,13335,1,,22,"4,0",2,1,"1,0",2,"3,0",1,,0,0,,1993,,True
1229,22,No,,1123.0,,16,2,,,4,Male,96,4,1, laboratory technician ,4,,,7324,1,Yes,13,"3,0",2,2,,2,"2,0",1,,0,0,,2001,,False
1230,21,No,travel rarely,391.0,,15,2,,"30,0",3,Male,96,3,1, research scientist ,4,Single,,19281,1,No,14,"3,0",4,0,"0,0",6,"3,0",0,,0,0,,2002,,Yes
1231,30,No,travel rarely,125.0,,9,2,medical,"41,0",4,Male,83,2,1, laboratory technician ,3,,,16117,1,,13,"3,0",1,0,"10,0",5,"3,0",10,,1,8,,1993,,0
1232,39,Yes,travel rarely,895.0,,18,3,technical degree,"42,0",18,Male,56,3,2, sales representative ,4,Marreid,"2086,0",3335,3,No,14,"3,0",3,1,"19,0",6,"4,0",1,,0,0,"2086,0",1984,,True
1233,24,Yes,travel rarely,813.0,,1,3,,,2,Male,61,3,1, research scientist ,4,,,3020,2,Yes,16,"3,0",1,1,"6,0",2,,2,,2,0,,1999,,False
1234,35,No,,, research & development ,4,2,other,"53,0",3,Male,75,3,1, laboratory technician ,4,Divorced,"1951,0",10910,1,,12,"3,0",3,1,"1,0",3,"3,0",1,,0,0,"1951,0",1988, laboratory technician  -  research & development ,1
1235,27,No,,1240.0,,2,4,life sciences,"54,0",4,Female,33,3,1, laboratory technician ,1,Divorced,,19715,1,,13,"3,0",4,1,,6,"3,0",1,,0,0,,1996,,False
1236,26,Yes,,1357.0,,25,3,life sciences,"55,0",1,Male,48,1,1, laboratory technician ,3,Single,,10558,1,,12,"3,0",3,0,"1,0",2,"2,0",1,,0,1,,1997,,0
1237,37,No,,, research & development ,24,2,life sciences,,2,Male,73,3,1, research scientist ,2,Married,"3022,0",10227,4,No,21,"4,0",1,0,"8,0",1,"3,0",1,,0,0,"3022,0",1986, research scientist  -  research & development ,0
1238,35,No,,1229.0,,46,1,,,46,Male,36,4,1, laboratory technician ,4,,,4892,1,No,19,,4,0,"1,0",2,"3,0",1,,0,1,,1988,,True
1239,48,Yes,,626.0,,1,2,,"64,0",1,Male,98,2,3, laboratory technician ,3,,,19294,9,,13,"3,0",4,0,,2,"3,0",1,,0,0,,1975,,False
1240,35,No,non travel,1097.0,,11,2,medical,"70,0",3,Male,79,2,3, healthcare representative ,1,Married,,8302,2,Yes,13,"3,0",3,1,"10,0",3,"3,0",4,,2,3,,1988,,True
1241,55,No,travel rarely,836.0,,8,3,,"84,0",4,Female,Not Available,3,4, manager ,3,Divorced,,19730,2,Yes,14,"3,0",3,3,"21,0",2,"3,0",5,,0,2,,1968,,Yes
1242,45,No,,1339.0,,7,3,life sciences,,2,Male,59,3,3, research scientist ,1,,"9724,0",18787,2,No,17,"3,0",3,1,,2,"3,0",1,,0,0,"9724,0",1978,,Yes
1243,36,Yes,,318.0,,9,3,medical,,4,Male,Not Available,2,1, research scientist ,3,,"3388,0",21777,0,,17,"3,0",1,1,,0,"2,0",1,,0,0,"3388,0",1987,,True
1244,36,No,travel rarely,132.0, research & development ,6,3,life sciences,"97,0",2,Female,55,4,1, laboratory technician ,4,,"3038,0",22002,3,No,12,"3,0",2,0,,3,"3,0",1,,0,0,"3038,0",1987, laboratory technician  -  research & development ,1
1245,45,No,travel rarely,193.0, research & development ,6,4,other,,4,Male,52,3,3, research director ,1,,,15067,4,Yes,14,"3,0",2,0,,3,"4,0",0,,0,0,,1978, research director  -  research & development ,0
1246,55,No,,111.0,,1,2,,"106,0",1,Male,70,3,3, sales executive ,4,Married,,18092,3,,14,"3,0",4,1,,4,"3,0",1,,1,0,,1968,,Yes
1247,23,No,,541.0,,2,1,technical degree,"113,0",3,Male,62,3,1, sales representative ,1,Divorced,"2322,0",9518,3,No,13,"3,0",3,1,,3,"3,0",0,,0,0,"2322,0",2000,,0
1248,32,No,travel rarely,827.0,,1,1,life sciences,,4,Male,71,3,1, research scientist ,1,Single,,15178,1,No,13,"3,0",4,0,,2,"3,0",1,,0,0,,1991,,Yes
1249,20,Yes,,871.0, research & development ,6,3,life sciences,"137,0",4,Female,66,2,1, laboratory technician ,4,Single,"2926,0",19783,1,Yes,18,,2,0,,5,"3,0",1,,1,0,"2926,0",2003, laboratory technician  -  research & development ,False
1250,37,No,,1040.0,,2,2,life sciences,"139,0",3,Male,100,2,2, healthcare representative ,4,Divorced,,15850,5,No,14,"3,0",4,1,"17,0",2,"4,0",1,,0,0,,1986,,0
1251,22,No,,, research & development ,15,3,,"144,0",2,Female,59,3,1, laboratory technician ,4,Single,,23785,1,No,15,"3,0",3,0,,5,"3,0",0,,0,0,,2001, laboratory technician  -  research & development ,False
1252,34,No,,1031.0,,24,4,life sciences,,24,Female,45,2,2, research scientist ,2,,"4505,0",15000,6,,15,"3,0",3,1,,3,"3,0",1,,0,0,"4505,0",1989,,True
1253,36,No,,922.0,,3,2,life sciences,"155,0",1,Female,39,3,1, laboratory technician ,4,Divorced,"2835,0",2561,5,,22,"4,0",1,1,,2,"3,0",1,,0,0,"2835,0",1987,,0
1254,19,Yes,travel rarely,528.0, sales ,22,1,marketing,"167,0",4,Male,Not Available,3,1, sales representative ,3,Single,,26820,1,Yes,19,"3,0",4,0,"0,0",2,"2,0",0,,0,0,,2004, sales representative  -  sales ,Yes
1255,41,No,,,,9,4,life sciences,"200,0",3,Male,94,3,1, laboratory technician ,1,,,6961,2,,21,"4,0",4,1,"7,0",2,"3,0",5,,1,4,,1982,,True
1256,19,No,,,,18,1,,"201,0",2,Female,79,3,1, laboratory technician ,2,Single,,16102,1,No,14,,4,0,"1,0",3,"3,0",1,,0,0,,2004,,0
1257,51,No,,1169.0,,7,4,,"211,0",2,Male,34,2,2, manufacturing director ,3,Married,,13983,2,No,17,"3,0",3,0,"10,0",2,"3,0",1,,0,0,,1972,,Yes
1258,58,No,,1145.0,,9,3,,"214,0",2,Female,75,2,1, research scientist ,2,Married,,11873,4,Yes,20,"4,0",2,1,"9,0",3,"2,0",1,,0,0,,1965,,0
1259,19,Yes,travel frequently,602.0,,1,1,,,3,Female,100,1,1, sales representative ,1,,,20989,0,No,21,"4,0",1,0,"1,0",5,,0,,0,0,,2004,,Yes
1260,19,Yes,travel rarely,303.0,,2,3,life sciences,"243,0",2,Male,Not Available,2,1, laboratory technician ,4,Single,,9241,1,,22,"4,0",3,0,"1,0",3,"2,0",1,,1,0,,2004,,Yes
1261,35,Yes,travel rarely,556.0,,23,2,,,2,Male,50,2,2, manufacturing director ,3,,,15497,3,Yes,13,"3,0",1,0,"8,0",1,"3,0",1,,0,1,,1988,,True
1262,38,No,travel rarely,1261.0,,38,4,,"271,0",4,Male,Not Available,3,2, manufacturing director ,3,,"6553,0",7259,9,,14,"3,0",2,0,"14,0",3,"3,0",1,,0,0,"6553,0",1985,,False
1263,38,Yes,,1180.0,,29,1,medical,"282,0",2,Male,70,3,2, healthcare representative ,1,Married,"6673,0",11354,7,Yes,19,,2,0,"17,0",2,"3,0",1,,0,0,"6673,0",1985,,0
1264,41,No,,896.0, sales ,6,3,life sciences,,4,Female,75,3,3, manager ,4,Single,"13591,0",14674,3,Yes,18,"3,0",3,0,,3,"3,0",1,,0,0,"13591,0",1982, manager  -  sales ,False
1265,59,No,travel rarely,142.0,,3,3,life sciences,"309,0",3,Male,70,2,1, research scientist ,4,Married,"2177,0",8456,3,,17,"3,0",1,1,"7,0",6,"3,0",1,,0,0,"2177,0",1964,,Yes
1266,50,No,travel rarely,854.0,,1,4,medical,"323,0",4,Female,68,3,5, manager ,4,Divorced,"19517,0",24118,3,No,11,"3,0",3,1,,3,"2,0",7,,0,6,"19517,0",1973,,False
1267,41,No,travel rarely,1411.0, research & development ,19,2,life sciences,"334,0",3,Male,36,3,2, research scientist ,1,Divorced,,19877,2,,16,"3,0",1,2,"17,0",2,"2,0",1,,0,0,,1982, research scientist  -  research & development ,1
1268,45,No,,252.0,,1,3,,,3,Male,70,4,5, manager ,4,,"19202,0",15970,0,,11,"3,0",3,1,"25,0",2,"3,0",24,,1,7,"19202,0",1978,,0
1269,37,Yes,,504.0,,10,3,medical,"342,0",1,Male,61,3,3, manufacturing director ,3,,"10048,0",22573,6,No,11,,2,2,"17,0",5,"3,0",1,,0,0,"10048,0",1986,,1
1270,51,No,,833.0,,38,3,,,3,Male,96,3,1, research scientist ,4,Married,"2723,0",23231,1,No,11,"3,0",2,0,"1,0",0,"2,0",1,,0,0,"2723,0",1972,,True
1271,28,Yes,travel rarely,529.0,,2,4,life sciences,"364,0",1,Male,79,3,1, laboratory technician ,3,Single,,14935,2,,11,"3,0",3,0,"5,0",5,"1,0",0,,0,0,,1995,,False
1272,29,No,travel rarely,1210.0,,2,3,medical,,1,Male,78,2,2, sales executive ,2,Married,"6644,0",3687,2,No,19,"3,0",2,2,"10,0",2,,0,,0,0,"6644,0",1994,,True
1273,31,No,travel rarely,1463.0, research & development ,23,3,medical,"367,0",2,Male,64,2,2, healthcare representative ,4,,,14408,0,No,21,,2,1,"10,0",2,"3,0",9,,7,8,,1992, healthcare representative  -  research & development ,True
1274,38,No,travel rarely,322.0,,7,2,medical,,1,Female,44,4,2, sales executive ,1,,"5605,0",19191,1,Yes,24,"4,0",3,1,"8,0",3,"3,0",8,,7,7,"5605,0",1985,,0
1275,44,Yes,travel frequently,920.0,,12,3,life sciences,"392,0",12,Male,43,3,1, laboratory technician ,3,,"3161,0",19920,3,Yes,22,"4,0",4,1,"19,0",0,"1,0",1,,0,0,"3161,0",1979,,Yes
1276,36,No,,506.0,,3,3,technical degree,"397,0",3,Male,30,3,2, research scientist ,2,Single,,26285,4,,12,"3,0",4,0,"10,0",2,"3,0",8,,7,7,,1987,,Yes
1277,18,Yes,,, research & development ,3,3,,,3,Male,54,3,1, laboratory technician ,3,Single,"1420,0",25233,1,No,13,"3,0",3,0,"0,0",2,"3,0",0,,0,0,"1420,0",2005, laboratory technician  -  research & development ,1
1278,36,No,,566.0,,18,4,life sciences,"407,0",3,Male,81,4,1, laboratory technician ,4,Married,,7122,4,No,18,"3,0",4,2,"4,0",2,"3,0",1,,0,0,,1987,,True
1279,18,No,,812.0,,10,3,,,4,Female,69,2,1, sales representative ,3,,"1200,0",9724,1,No,12,"3,0",1,0,"0,0",2,"3,0",0,,0,0,"1200,0",2005,,0
1280,39,Yes,travel rarely,1162.0,,3,2,,"445,0",4,Female,41,3,2, sales executive ,3,Married,"5238,0",17778,4,Yes,18,"3,0",1,0,"12,0",3,"2,0",1,,0,0,"5238,0",1984,,True
1281,43,No,travel rarely,1001.0, research & development ,15,3,,,15,Female,43,3,3, healthcare representative ,1,Marreid,"9985,0",9262,8,No,16,"3,0",1,1,,1,"2,0",1,,0,0,"9985,0",1980, healthcare representative  -  research & development ,True
1282,47,No,travel frequently,1309.0,,4,1,medical,,2,Male,99,3,2, sales representative ,3,,,25751,3,No,19,"3,0",1,0,"5,0",3,"3,0",0,,0,0,,1976,,False
1283,42,No,travel rarely,810.0,,23,5,,"468,0",1,Female,44,3,4, research director ,4,Single,"15992,0",15901,2,No,14,"3,0",2,0,"16,0",2,"3,0",1,,0,0,"15992,0",1981,,0
1284,32,No,,1062.0,,2,3,,"471,0",3,Female,75,3,1, laboratory technician ,2,Married,"2370,0",3956,1,No,13,,3,1,"8,0",4,"3,0",8,,0,7,"2370,0",1991,,True
1285,48,No,travel rarely,530.0,,29,1,medical,"473,0",1,Female,91,3,3, manager ,3,Married,,23978,3,,21,"4,0",2,1,"15,0",3,"1,0",0,,0,0,,1975,,Yes
1286,42,No,travel rarely,1332.0, research & development ,2,4,,"477,0",1,Male,98,2,2, healthcare representative ,4,,"6781,0",17078,3,,23,"4,0",2,0,,6,"3,0",1,,0,0,"6781,0",1981, healthcare representative  -  research & development ,0
1287,36,No,non travel,845.0,,1,5,medical,"479,0",4,Female,45,3,2, sales executive ,4,,"6653,0",15276,4,,15,,2,0,,6,"3,0",1,,0,0,"6653,0",1987,,1
1288,33,Yes,travel rarely,350.0,,5,3,marketing,"485,0",4,Female,34,3,1, sales representative ,3,Single,"2851,0",9150,1,,13,,2,0,"1,0",2,"3,0",1,,0,0,"2851,0",1990,,False
1289,46,No,,1144.0, research & development ,7,4,medical,"487,0",3,Female,30,3,2, manufacturing director ,3,Married,"5258,0",16044,2,,14,"3,0",3,0,"7,0",2,"4,0",1,,0,0,"5258,0",1977, manufacturing director  -  research & development ,True
1290,21,Yes,travel rarely,156.0, sales ,12,3,life sciences,"494,0",3,Female,90,4,1, sales representative ,2,Single,,25422,1,,15,"3,0",4,0,"1,0",0,"3,0",1,,0,0,,2002, sales representative  -  sales ,0
1291,30,No,,202.0,,2,1,technical degree,"508,0",3,Male,72,3,1, sales representative ,2,,"2476,0",17434,1,,18,"3,0",1,1,,3,"3,0",1,,0,0,"2476,0",1993,,Yes
1292,30,Yes,travel frequently,464.0,,4,3,,"514,0",3,Male,40,3,1, research scientist ,4,Single,"2285,0",3427,9,Yes,23,"4,0",3,0,"3,0",4,"3,0",1,,0,0,"2285,0",1993,,False
1293,32,No,travel rarely,1305.0,,10,4,,"518,0",3,Male,49,3,2, manufacturing director ,2,Single,"4197,0",21123,2,,12,"3,0",4,0,"18,0",2,"2,0",1,,0,1,"4197,0",1986,,True
1294,40,No,travel rarely,555.0,,2,3,,,2,Female,78,2,2, laboratory technician ,3,Married,"3448,0",13436,6,No,22,"4,0",2,1,,3,"3,0",1,,0,0,"3448,0",1983,,1
1295,28,No,travel rarely,1300.0,,17,2,,,3,Male,79,3,2, laboratory technician ,1,,"4558,0",13535,1,,12,"3,0",4,1,"10,0",2,,10,,1,8,"4558,0",1995,,False
1296,38,No,travel frequently,1490.0,,2,2,,"556,0",4,Male,42,3,1, laboratory technician ,4,Married,"1702,0",12106,1,Yes,23,"4,0",3,1,,3,"3,0",1,,0,0,"1702,0",1985,,False
1297,19,Yes,,489.0,,2,2,technical degree,"566,0",1,Male,Not Available,2,1, human resources ,4,Single,"2564,0",18437,1,No,12,"3,0",3,0,"1,0",3,"4,0",1,,0,0,"2564,0",2004,,True
1298,57,No,travel rarely,210.0,,29,3,,"568,0",1,Male,56,2,4, manager ,4,divorced,,22102,3,No,12,"3,0",3,1,,3,"2,0",1,,0,0,,1966,,Yes
1299,47,No,travel rarely,983.0,,2,2,medical,,1,Female,65,3,2, manufacturing director ,4,,"5070,0",7389,5,,13,,3,3,"20,0",2,"3,0",5,,0,4,"5070,0",1976,,True
1300,54,No,travel rarely,548.0,,8,4,life sciences,,3,Female,42,3,2, laboratory technician ,3,Single,"3780,0",23428,7,,11,"3,0",3,0,,3,"3,0",1,,0,0,"3780,0",1969,,False
1301,31,Yes,travel frequently,534.0,,42,3,,,42,Male,66,3,3, healthcare representative ,3,,"9824,0",22908,3,No,12,"3,0",1,0,"12,0",2,"3,0",1,,0,0,"9824,0",1992,,1
1302,18,Yes,travel frequently,1306.0,,5,3,marketing,"614,0",2,Male,69,3,1, sales representative ,2,,"1878,0",8059,1,Yes,14,"3,0",4,0,,3,"3,0",0,,0,0,"1878,0",2005,,0
1303,40,No,,1094.0,,28,3,other,"615,0",3,Male,58,1,3, sales executive ,1,,,11373,3,No,15,"3,0",3,1,"20,0",2,"3,0",1,,0,1,,1983,,True
1304,26,No,,775.0,,29,2,,,1,Male,45,3,2, sales executive ,3,,,4267,5,,12,"3,0",1,2,"8,0",5,"3,0",0,,0,0,,1997,,True
1305,26,Yes,travel rarely,471.0, research & development ,24,3,,"622,0",3,Male,66,1,1, laboratory technician ,4,Single,"2340,0",23213,1,Yes,18,"3,0",2,0,"1,0",3,"1,0",1,,0,0,"2340,0",1997, laboratory technician  -  research & development ,Yes
1306,38,No,,1495.0,,10,3,,,3,Female,76,3,2, healthcare representative ,3,,,22174,3,No,19,"3,0",3,1,"18,0",4,,1,,0,0,,1985,,True
1307,24,No,,823.0,,17,2,other,"643,0",4,Male,94,2,1, laboratory technician ,2,Married,"2127,0",9100,1,No,21,"4,0",4,1,"1,0",2,"3,0",1,,0,0,"2127,0",1999,,Yes
1308,30,Yes,travel frequently,448.0,,12,4,,"648,0",2,Male,74,2,1, sales representative ,1,Married,"2033,0",14470,1,No,18,"3,0",3,1,"1,0",2,"4,0",1,,0,0,"2033,0",1993,,True
1309,37,No,travel rarely,558.0,,2,3,marketing,"656,0",4,Male,75,3,2, sales executive ,3,Married,"9602,0",3010,4,,11,"3,0",3,1,,3,"2,0",3,,1,0,"9602,0",1986,,0
